kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
5442047,1,295.288,4.16E-02,348.949,6.56E-02,1.726,4.44E+00,UNK
5458882,2,2.24679,2.04E-05,131.549,4.85E-03,6.092,3.17E+00,AFP
5458953,1,3.51128,6.85E-05,132.605,1.25E-02,12.05,1.66E+01,AFP
5459805,1,0.532749,1.88E-05,131.852,2.68E-03,1.271,3.68E-01,AFP
5459805,2,0.532717,0.00E+00,131.534,0.00E+00,2,0.00E+00,AFP
5471217,2,12.4254,3.74E-04,133.967,2.48E-02,19.09,3.68E-01,AFP
5471271,1,12.4254,1.14E-04,141.525,7.49E-03,18.72,1.09E+00,AFP
5471271,2,12.4257,3.13E-04,133.951,2.07E-02,19.01,3.03E-01,AFP
5471289,1,12.4259,2.55E-04,141.501,1.63E-02,19.49,2.70E-01,AFP
5473584,1,7.20024,9.95E-05,135.884,1.04E-02,7.911,5.36E-01,AFP
5473584,2,7.20061,1.50E-04,136.866,1.62E-02,12.24,1.11E+00,AFP
5473584,3,10.8735,2.49E-04,142.26,1.78E-02,11.15,5.32E-01,UNK
5480040,1,0.619434,1.15E-05,131.801,1.83E-03,1.322,2.93E-01,UNK
5480040,2,4.33551,8.62E-05,135.314,1.16E-02,15.19,6.55E+00,AFP
5480040,3,4.33607,7.00E-05,133.457,4.47E-02,11.8,2.92E+00,AFP
5521686,2,514.528,1.48E-02,383.467,2.19E-02,8.459,1.56E+00,UNK
5522154,1,0.531702,3.13E-05,131.563,6.66E-03,1.13,1.22E+00,AFP
5522154,2,0.531804,2.98E-05,131.847,7.18E-03,1.841,2.21E+00,AFP
5522154,3,0.531989,1.60E-04,131.806,1.16E-02,1.58,8.51E+00,AFP
5524229,1,22.4933,2.15E-04,132.25,7.95E-03,3.743,5.15E-01,NTP
5536038,1,0.694649,1.46E-05,132.224,5.18E-03,2.91,3.03E+00,AFP
5536038,2,0.694568,1.10E-05,131.771,1.09E-02,2.602,2.65E+00,AFP
5536715,1,0.701304,8.66E-06,131.765,1.39E-03,1.212,9.74E-02,AFP
5536715,2,0.701311,8.41E-06,131.992,1.38E-03,1.213,2.18E-01,AFP
5536715,3,0.701321,0.00E+00,131.52,0.00E+00,1.5,0.00E+00,AFP
5557072,3,0.816526,0.00E+00,131.663,0.00E+00,3,0.00E+00,AFP
5557810,1,435.493,1.06E-02,360.761,1.65E-02,10.44,3.20E+00,UNK
5557821,1,2.92877,6.43E-06,133.704,1.43E-03,2.732,1.15E-01,AFP
5558085,1,2.82253,2.72E-05,132.273,5.50E-03,7.398,3.03E+00,UNK
5566536,1,1.17875,2.24E-05,132.111,1.35E-02,1.835,1.70E-01,NTP
5566536,2,1.05272,9.56E-06,131.576,2.14E-03,1.192,1.00E-01,AFP
5566536,3,1.0527,1.46E-05,132.171,2.48E-03,0.7168,8.25E-02,AFP
5566636,1,1.21703,1.82E-05,131.871,6.79E-03,5.845,1.94E+01,NTP
5617102,3,0.940487,0.00E+00,132.107,0.00E+00,3,0.00E+00,UNK
5617110,1,4.52005,7.50E-05,132.502,1.20E-02,14.46,5.57E+00,UNK
5617259,1,1.04827,7.75E-06,132.28,3.61E-03,4.704,1.41E+01,NTP
5617259,2,0.856665,1.19E-05,131.661,6.85E-03,6.611,8.69E+00,UNK
5633259,1,315.077,8.77E-03,286.743,2.27E-02,10.31,5.21E+00,UNK
5636642,1,0.933488,3.41E-07,132.103,5.72E-05,1.19,1.58E-02,AFP
5636642,2,0.933475,0.00E+00,131.652,0.00E+00,1.5,0.00E+00,AFP
5636648,1,0.933479,4.73E-06,132.108,6.64E-04,0.6652,4.78E-02,AFP
5636882,1,0.629511,8.71E-06,131.983,1.67E-03,1.233,2.13E-01,UNK
5648096,1,1.79559,1.46E-05,132.048,4.04E-03,2.865,9.34E-01,NTP
5648096,2,0.897772,1.55E-05,131.909,5.22E-03,2.837,3.25E+00,NTP
5648096,3,0.689568,2.99E-05,131.742,1.30E-02,2.216,1.81E+01,AFP
5653163,1,2.40439,1.10E-05,133.217,3.28E-03,5.043,1.02E+00,AFP
5653693,1,0.676537,7.06E-06,131.627,2.38E-03,2.701,3.39E+00,UNK
5653795,1,3.24584,4.78E-05,132.643,8.71E-03,8.502,5.71E+00,UNK
5653849,1,111.039,1.25E-04,152.786,7.86E-04,37.51,4.99E-02,AFP
5385469,1,12.4235,1.74E-04,141.794,1.11E-02,8.162,3.51E-01,AFP
5385471,1,12.426,1.66E-04,141.497,1.03E-02,21.71,2.51E-01,AFP
5385471,2,12.4261,2.00E-04,133.93,1.25E-02,23.69,2.40E-01,AFP
5389184,1,1.06994,1.19E-05,132.305,2.72E-03,1.409,3.64E-01,UNK
5389234,1,0.818369,7.67E-06,131.899,2.06E-03,1.567,2.37E-01,AFP
5389234,2,0.82383,7.40E-06,132.163,4.61E-03,3.464,8.63E-01,AFP
5389540,1,10.2622,2.61E-05,133.211,2.12E-03,4.867,1.36E-01,AFP
5396950,1,3.75109,6.37E-05,133.341,1.24E-02,6.663,1.58E-01,AFP
5396950,2,3.75149,4.11E-05,134.795,7.30E-03,11.21,5.08E+00,AFP
5397160,1,0.539046,6.02E-05,132.136,2.83E-02,2.975,5.52E+01,UNK
5397166,1,1.81198,2.52E-06,132.273,6.55E-04,2.309,5.70E-02,AFP
5442451,1,278.358,6.63E-03,165.184,1.89E-02,2.319,3.90E+00,NTP
5442451,2,268.869,1.18E-02,375.778,3.39E-02,12.78,2.01E+00,NTP
5442481,1,0.591677,2.23E-05,131.764,3.03E-03,1.533,3.01E-01,UNK
5443410,1,4.04795,6.77E-05,135.104,1.30E-02,6.44,2.56E-01,UNK
5459805,3,0.532718,0.00E+00,131.711,0.00E+00,1.5,0.00E+00,AFP
5460434,1,1.38663,6.44E-05,132.484,1.57E-02,4.606,1.88E+01,AFP
5460434,2,1.38626,3.17E-05,132.009,8.88E-03,5.649,2.04E+01,AFP
5460835,1,21.5393,7.42E-07,144.154,2.95E-05,5.336,5.48E-03,AFP
5123624,2,0.935604,8.41E-06,131.914,1.77E-03,1.208,9.98E-02,AFP
5124254,1,14.0498,9.84E-05,140.507,5.92E-03,2.885,6.43E-01,AFP
5124667,1,150.878,4.12E-04,206.694,1.97E-03,8.775,2.13E-01,PC
5125048,1,0.568188,8.26E-06,132.067,1.96E-03,2,1.29E+00,AFP
5179979,1,1.5686,8.97E-06,131.549,1.78E-03,4.964,1.67E+00,UNK
5179979,2,1.04569,8.77E-06,131.585,5.15E-03,1.997,1.45E-01,AFP
5179979,3,1.04569,0.00E+00,132.11,0.00E+00,3.5,0.00E+00,AFP
5180524,1,505.945,1.11E-02,400.858,1.44E-02,3.784,2.48E+00,UNK
5200084,1,2.90394,1.41E-05,133.901,2.74E-03,3.299,8.71E-02,UNK
5200521,1,0.890719,1.14E-05,131.683,2.34E-03,2.938,1.95E+00,UNK
5200521,2,1.24738,2.02E-05,131.57,1.07E-02,2.314,2.16E-01,AFP
5200521,3,1.24736,1.68E-05,132.21,8.04E-03,2.673,1.96E-01,AFP
5214214,1,0.924434,1.32E-05,131.864,5.89E-03,3.82,8.90E+00,UNK
5215251,1,2.55427,5.59E-06,131.846,1.86E-03,7.896,1.54E+00,AFP
5215465,1,2.65971,2.10E-02,132.32,3.44E+00,0.8127,2.00E+02,UNK
5215508,1,0.886744,6.52E-06,131.9,1.77E-03,3.162,1.56E+00,UNK
5257082,1,10.0853,5.22E-05,140.969,4.02E-03,1.868,8.26E-01,AFP
5262539,1,491.046,1.06E-02,202.759,1.29E-02,9.009,2.87E+00,NTP
5262664,1,515.081,3.89E-02,251.134,4.41E-03,6.94,5.13E-01,NTP
5262724,1,546.608,5.39E-03,267.903,7.21E-03,3.54,2.10E-01,UNK
5282051,1,5.91039,2.45E-05,135.688,3.21E-03,3.929,1.81E-01,AFP
5282345,1,357.001,1.95E-02,373.112,4.60E-02,20.2,2.07E+00,NTP
5282477,1,0.992751,1.55E-05,132.23,3.32E-03,1.204,1.61E-01,UNK
5282656,1,1.51635,9.28E-06,131.843,1.89E-03,1.204,2.69E-01,UNK
5299904,1,0.769172,1.08E-05,131.984,2.72E-03,1.37,5.04E-01,UNK
5299904,2,0.737722,9.75E-06,132.234,2.17E-03,1.248,2.65E-01,UNK
5300878,1,0.639719,0.00E+00,131.855,0.00E+00,1.5,0.00E+00,UNK
5301091,1,3.29844,7.43E-05,131.609,1.68E-02,7.856,2.32E+00,AFP
5306862,1,2.02558,3.66E-08,131.865,7.65E-06,4.101,9.49E-04,AFP
5306862,2,2.02557,3.46E-06,132.878,5.94E-04,3.715,1.19E-01,AFP
5307271,1,1.66326,2.35E-05,132.332,7.00E-03,4.523,4.93E+00,UNK
5307568,1,2.62839,1.13E-05,131.621,2.60E-03,3.061,1.38E-01,AFP
5354490,1,5.22132,1.59E-04,131.789,2.27E-02,14.26,8.14E+00,NTP
5355850,1,2.52558,1.97E-05,131.678,5.14E-03,8.13,3.90E+00,UNK
5355882,1,8.74433,1.85E-04,133.577,1.67E-02,15.35,2.25E+00,NTP
5374403,1,40.8365,2.79E-04,152.876,5.65E-03,5.211,6.56E-01,PC
5374551,1,1.84727,2.47E-05,131.78,6.97E-03,3.149,1.59E+00,UNK
5374838,1,230.179,1.27E-03,230.058,4.31E-03,13.28,4.69E-01,PC
5374854,1,23.7831,1.20E-04,132.185,3.99E-03,7.977,7.68E-01,PC
4946956,2,0.508139,1.31E-05,131.949,1.93E-03,1.785,1.07E+00,AFP
4947130,1,0.711861,9.98E-06,131.732,3.35E-03,2.404,4.44E+00,AFP
4947130,2,1.42383,1.29E-05,132.037,3.33E-03,4.197,9.91E-01,UNK
4947130,3,0.7119,1.17E-05,132.082,2.81E-03,2.388,1.56E+00,AFP
4995716,1,16.1191,1.98E-04,146.796,1.07E-02,3.203,1.06E+00,UNK
4995948,1,1.01467,1.33E-05,131.921,4.72E-03,3.097,5.94E+00,AFP
4995948,2,1.01472,1.03E-05,132.402,3.75E-03,4.42,3.17E+00,AFP
5020065,1,0.553049,1.22E-05,131.541,1.64E-03,1.48,3.70E-01,UNK
5020065,2,0.832834,7.81E-06,132.264,1.47E-03,1.825,7.79E-01,UNK
5020319,1,16.7199,2.15E-05,137.961,1.03E-03,3.364,1.89E-01,PC
5020319,2,459.287,5.04E-03,260.268,6.27E-03,4.328,2.76E+00,NTP
5031882,1,1.0097,1.32E-05,131.625,4.70E-03,4.333,7.21E+00,UNK
5033298,1,0.664162,7.08E-05,132.011,2.19E-02,2.825,6.19E+00,AFP
5033823,1,0.741751,1.18E-05,131.583,2.26E-03,1.187,3.16E-01,PC
5034039,1,0.937233,1.70E-05,132.149,4.34E-03,3.166,3.72E+00,AFP
5078939,2,0.979279,1.03E-05,132.271,3.05E-03,2.038,8.38E-01,UNK
5080346,1,2.31174,2.42E-05,132.325,5.79E-03,7.588,3.93E+00,AFP
5080346,2,2.31172,2.85E-05,133.513,6.67E-03,7.8,8.70E+00,AFP
5080636,1,4.19449,4.40E-06,134.135,6.63E-04,1.687,8.45E-02,PC
5103942,1,10.1018,1.96E-05,131.806,1.40E-03,1.553,1.20E-01,AFP
5103942,2,10.1017,2.12E-05,136.814,1.64E-03,1.272,1.40E-01,AFP
5103998,1,174.77,2.57E-05,172.472,1.18E-04,2.354,1.25E-02,AFP
5104153,1,446.493,2.46E-03,216.895,4.44E-03,4.661,1.06E+00,UNK
5125048,2,0.568186,1.17E-05,131.793,2.48E-03,2.019,1.74E+00,AFP
5125347,1,7.16528,2.29E-05,132.963,2.40E-03,1.832,3.58E-01,PC
5126182,1,13.0035,1.21E-04,131.992,7.45E-03,3.901,6.97E-01,PC
5180796,1,0.589556,1.32E-05,131.944,1.30E-03,1.385,6.29E-01,UNK
5180796,2,0.760626,1.11E-05,131.683,1.50E-03,2.706,1.46E+00,NTP
5180796,3,78.4463,1.66E-03,163.679,1.83E-02,7.915,4.88E-01,NTP
5181100,1,13.5992,3.88E-04,136.477,2.33E-02,22,1.69E+00,NTP
5201115,1,3.45704,9.14E-06,131.816,1.62E-03,3.253,5.89E-02,AFP
5201115,2,1.72846,1.46E-05,131.833,3.99E-03,3.573,5.78E-01,AFP
5201593,1,0.50727,1.35E-05,131.771,2.09E-03,1.352,4.27E-01,AFP
5201596,1,0.507272,1.18E-05,131.776,2.48E-03,1.692,1.85E+00,AFP
5215632,1,0.680162,9.67E-06,131.648,2.72E-03,3.389,6.92E+00,UNK
5215669,1,0.949705,8.96E-06,131.609,3.17E-03,3.979,6.29E+00,NTP
5215672,1,8.1893,8.59E-05,138.29,8.32E-03,14.13,1.55E+00,AFP
5215672,2,8.18962,1.26E-04,136.434,1.17E-02,14.84,2.19E-01,AFP
5263167,1,3.39398,2.91E-05,134.379,5.58E-03,2.817,2.45E-01,UNK
5263732,1,488.269,2.91E-02,201.946,4.06E-02,13.79,4.64E+00,NTP
5263749,1,4.96839,4.41E-05,131.683,5.91E-03,12.03,4.37E+00,AFP
5263749,2,2.48432,2.05E-05,132.959,4.24E-03,6.975,3.14E+00,UNK
5283458,1,30.694,8.42E-06,150.807,2.50E-04,2.953,3.94E-02,PC
5283542,1,5.97582,8.60E-06,132.945,1.03E-03,2.548,3.26E-01,AFP
5283728,1,43.6845,1.07E-03,168.864,1.97E-02,10.33,3.16E+00,PC
5284133,1,8.78463,0.00E+00,134.671,0.00E+00,3.5,0.00E+00,UNK
5284217,1,1.23781,1.86E-05,131.649,6.36E-03,4.913,5.09E+00,UNK
5301091,2,3.29875,5.38E-05,133.09,1.12E-02,10.15,4.93E+00,AFP
5301101,1,2.9106,4.49E-05,132.472,1.02E-02,6.39,2.26E+00,UNK
5301101,2,1.32499,1.21E-05,132.457,2.92E-03,1.686,1.62E-01,UNK
5307574,1,58.6366,1.50E-03,156.919,2.16E-02,14.89,1.71E+00,UNK
5307858,1,1.86729,7.65E-06,132.074,2.20E-03,3.005,1.07E-01,AFP
5307990,1,0.987607,6.83E-06,131.981,1.37E-03,1.014,7.38E-02,AFP
5308052,1,0.53257,1.26E-05,131.747,1.87E-03,1.233,2.10E-01,AFP
5356349,1,1.14329,1.31E-05,132.331,3.47E-03,2.999,2.51E+00,UNK
5356349,2,0.815458,1.18E-05,132.023,2.78E-03,2.071,1.41E+00,AFP
5356349,3,0.815445,1.26E-05,131.621,3.32E-03,2.449,7.78E-01,AFP
5356593,1,45.9779,3.70E-06,148.642,6.45E-05,7.467,5.16E-03,AFP
4935813,2,1.48522,1.31E-05,132.336,3.60E-03,5.299,4.71E+00,AFP
4935914,1,3.48632,4.07E-06,134.874,6.81E-04,2.816,2.77E-02,AFP
4935914,2,3.48633,8.51E-06,133.128,1.30E-03,2.004,2.68E-01,AFP
4936020,1,459.339,8.48E-03,260.156,1.36E-02,4.269,4.02E+00,NTP
4947556,1,141.61,4.36E-04,190.271,2.36E-03,7.883,2.37E-01,UNK
4947556,2,13.0268,2.20E-05,139.147,1.34E-03,0.7628,2.08E-01,PC
4947726,1,4.72609,8.28E-08,132.923,1.36E-05,4.383,2.23E-03,AFP
4995953,1,2.65104,1.63E-05,133.251,2.73E-03,5.875,1.32E+00,UNK
4996558,1,3.01714,6.58E-06,133.691,1.34E-03,3.081,1.27E-01,AFP
5000179,1,3.63297,7.21E-06,131.831,1.22E-03,2.302,5.73E-02,NTP
5000179,2,1.21098,7.15E-06,132.141,2.05E-03,3.374,9.50E-01,NTP
5021024,1,0.520522,1.57E-05,132.017,2.37E-03,1.489,4.96E-01,NTP
5021174,1,4.04504,0.00E+00,132.238,0.00E+00,2,0.00E+00,AFP
5021174,2,2.02256,1.03E-06,132.218,3.50E-04,3.364,2.61E-02,UNK
5021176,1,4.04507,4.22E-06,132.232,6.89E-04,2.138,8.79E-02,AFP
5021176,2,2.02254,1.49E-05,132.226,3.67E-03,2.273,1.87E-01,AFP
5034039,2,0.937273,1.22E-05,131.647,4.08E-03,3.007,1.42E+00,AFP
5034333,1,6.93245,4.10E-06,134.876,4.63E-04,8.402,3.24E-01,AFP
5034333,2,2.311,8.37E-06,132.472,1.38E-03,4.925,3.31E-01,AFP
5080636,2,0.530664,8.51E-06,131.739,1.23E-03,1.069,2.46E-01,AFP
5080636,3,0.530781,2.86E-05,131.523,5.66E-03,1.189,1.07E+00,AFP
5080652,1,2.07218,0.00E+00,133.095,0.00E+00,3,0.00E+00,UNK
5083138,1,27.1229,5.62E-04,141.976,1.75E-02,5.615,2.01E+00,UNK
5106292,1,4.42269,8.88E-05,133.137,1.37E-02,14.27,1.61E+01,NTP
5106313,1,3.89523,1.37E-05,131.862,2.18E-03,1.628,1.69E-01,PC
5108214,1,2.11912,1.20E-05,132.597,2.71E-03,4.063,5.55E-01,AFP
5108514,1,0.953327,7.36E-06,131.647,2.22E-03,1.737,2.71E-01,AFP
5126627,1,1.00948,2.49E-05,131.646,9.93E-03,3.717,6.47E+00,NTP
5128673,1,87.9729,5.19E-04,168.293,4.89E-03,14.8,4.48E-01,PC
5128931,1,0.505291,1.43E-05,131.575,2.87E-03,1.554,8.18E-01,UNK
5129453,1,3.05769,1.39E-05,133.077,2.81E-03,1.959,1.35E-01,PC
5181455,1,5.57963,1.09E-07,133.554,1.52E-05,3.405,8.36E-04,UNK
5181455,2,2.78981,4.48E-07,133.554,1.06E-04,3.159,7.82E-03,UNK
5181804,1,4.35047,3.42E-07,132.27,7.00E-05,2.558,5.59E-03,AFP
5181804,2,2.17524,1.60E-06,132.361,3.75E-04,1.804,1.34E-01,UNK
5201676,1,0.507267,1.16E-05,131.78,3.05E-03,1.841,3.83E+00,AFP
5201695,1,0.507252,1.40E-05,131.79,3.26E-03,1.471,4.09E+00,AFP
5201756,1,0.586193,1.12E-05,131.586,2.62E-03,2.033,1.18E+00,AFP
5215700,1,0.656208,3.43E-08,132.095,1.01E-05,3.347,7.94E-04,AFP
5215980,1,2.53116,9.06E-06,132.488,2.20E-03,8.285,1.76E+00,AFP
5216727,1,0.756508,3.32E-08,131.933,7.68E-06,2.41,7.23E-04,UNK
5217288,1,1.41266,2.71E-05,132.194,8.59E-03,3.148,2.38E+00,UNK
5263749,3,4.96933,4.15E-05,133.942,5.84E-03,14.18,2.56E+00,AFP
5263802,1,3.35025,1.73E-07,131.833,3.65E-05,4.107,2.16E-03,AFP
5264304,1,120.582,1.44E-05,248.239,1.02E-04,8.302,5.30E-03,AFP
5284283,1,1.03755,1.01E-05,131.756,3.53E-03,3.472,9.25E-01,UNK
5284779,1,1.38287,1.30E-05,131.625,3.63E-03,3.276,1.23E+00,AFP
5284779,2,1.38288,1.24E-05,131.877,3.94E-03,2.432,4.63E-01,AFP
5301101,3,0.565679,2.36E-05,131.629,8.19E-03,1.492,6.13E+00,AFP
5301101,4,0.565711,9.89E-06,131.896,2.39E-03,2.598,3.33E+00,AFP
5301474,1,4.76496,3.20E-05,133.846,4.45E-03,8.883,9.83E-01,UNK
5301750,1,8.72583,3.19E-05,138.769,2.91E-03,4.665,1.93E-01,PC
5308052,2,0.53258,9.96E-06,131.529,1.24E-03,1.211,2.03E-01,AFP
5308052,3,0.532585,0.00E+00,131.836,0.00E+00,1.5,0.00E+00,AFP
5308296,1,36.7218,8.12E-04,151.244,1.95E-02,7.75,2.24E+00,PC
5308387,1,0.620743,3.82E-06,132.1,6.97E-04,1.78,2.49E-01,AFP
5356593,2,45.9778,1.81E-04,168.941,3.39E-03,9.596,2.03E-01,AFP
5356665,1,0.615101,1.32E-05,131.662,3.37E-03,2.14,5.83E-01,NTP
5357470,1,2.17299,1.19E-05,132.969,2.58E-03,1.623,1.01E-01,AFP
4936180,1,4.64093,1.47E-06,131.952,2.01E-04,1.559,3.66E-02,AFP
4936284,1,459.185,2.33E-02,260.299,3.64E-02,6.459,4.64E+00,NTP
4936524,1,1.67478,1.15E-05,132.442,3.61E-03,6.708,7.17E+00,NTP
4936990,1,10.3145,3.76E-06,137.705,3.18E-04,3.497,2.11E-02,AFP
4947726,2,4.72609,5.61E-07,135.525,8.57E-05,3.258,5.84E-03,AFP
4948730,1,23.0295,1.17E-04,139.855,4.19E-03,6.61,9.74E-01,AFP
4948730,2,23.0293,1.10E-04,151.152,3.76E-03,5.47,8.58E-01,AFP
4948863,1,8.64354,4.63E-07,139.834,4.29E-05,3.109,3.85E-03,UNK
5000179,3,0.908186,8.67E-06,132.014,2.77E-03,2.676,1.07E+00,UNK
5000179,4,1.8164,2.18E-05,133.288,6.81E-03,3.015,5.00E-01,UNK
5001655,1,2.29046,4.46E-05,133.214,1.20E-02,8.44,1.99E+01,AFP
5002361,1,382.134,5.05E-03,318.394,8.53E-03,9.072,7.12E-01,UNK
5021286,1,486.527,3.76E-02,401.119,6.37E-02,17.52,3.74E+00,UNK
5021329,1,0.549259,1.47E-05,131.546,2.26E-03,1.567,1.35E+00,UNK
5021432,1,14.0565,1.61E-04,136.756,8.81E-03,2.556,3.00E-01,NTP
5021732,1,15.0395,9.22E-07,144.137,5.06E-05,5.389,3.69E-03,AFP
5034333,3,1.73311,6.89E-06,132.725,1.22E-03,4.391,4.49E-01,UNK
5034333,4,6.93266,2.33E-05,134.103,6.07E-03,5.166,2.43E-01,AFP
5034333,5,2.31081,0.00E+00,132.049,0.00E+00,4.5,0.00E+00,AFP
5035237,1,370.477,6.37E-03,437.554,1.17E-02,13.76,2.35E+00,NTP
5035849,1,517.644,9.18E-03,261.353,1.33E-02,7.382,3.99E-01,NTP
5083252,1,2.50031,6.84E-05,131.753,1.72E-02,16.85,7.55E+01,UNK
5084171,1,153.98,2.00E-03,165.488,1.14E-02,9.086,1.31E+00,PC
5084289,1,1.3618,1.00E-05,131.927,2.36E-03,2.375,6.48E-01,NTP
5084942,1,3.10551,8.55E-07,133.21,1.52E-04,1.701,3.09E-02,PC
5108514,2,0.95339,8.46E-06,132.215,2.86E-03,2.042,6.14E-01,AFP
5108514,3,0.95341,0.00E+00,131.888,0.00E+00,3,0.00E+00,AFP
5108946,1,0.591272,5.78E-06,131.752,9.79E-04,1.096,1.52E-01,AFP
5110034,1,3.93018,4.00E-05,134.314,6.59E-03,7.496,1.78E+00,AFP
5129738,1,5.79542,1.03E-04,136.711,1.31E-02,15.51,9.68E+00,AFP
5129738,2,5.79554,9.83E-05,134.888,1.25E-02,15.7,9.53E+00,AFP
5130005,1,1.59304,2.20E-03,133.087,4.18E-01,5.504,4.94E+02,UNK
5130369,1,19.9786,4.16E-05,137.172,1.67E-03,10.23,8.81E-02,AFP
5181817,1,4.35046,6.03E-06,132.275,9.20E-04,1.776,6.88E-02,AFP
5181845,1,326.239,1.03E-02,317.683,1.65E-02,16.93,2.26E+00,UNK
5182131,1,610.904,1.49E-02,330.781,1.83E-02,9.468,7.91E-01,UNK
5182451,1,552.905,3.06E-02,183.791,3.52E-02,17.16,1.26E+00,NTP
5201756,2,0.586315,2.05E-05,131.858,5.36E-03,2.675,1.05E+01,AFP
5201872,1,0.659364,1.57E-05,131.859,3.61E-03,2.173,4.50E+00,NTP
5202905,1,22.8243,8.13E-05,144.478,2.98E-03,6.974,2.61E-01,PC
5202905,2,14.8446,6.86E-05,143.579,3.74E-03,5.909,3.08E-01,PC
5217574,1,0.894814,1.04E-05,132.267,3.97E-03,2.691,1.86E+00,UNK
5217586,1,26.0694,9.11E-05,143.123,2.84E-03,7.278,1.92E-01,AFP
5217688,1,0.847734,0.00E+00,132.255,0.00E+00,1.5,0.00E+00,UNK
5217733,1,161.254,3.40E-04,189.098,1.67E-03,24.27,5.17E-02,AFP
5217733,2,161.256,1.04E-03,216.384,5.30E-03,49.43,1.88E-01,AFP
5264304,2,120.582,4.40E-05,215.495,3.23E-04,8.586,1.94E-02,AFP
5264764,1,1.90515,1.99E-05,131.724,5.75E-03,6.751,4.50E+00,AFP
5264764,2,1.90505,2.05E-05,132.758,6.52E-03,6.052,2.67E+00,AFP
5264888,1,0.952376,1.15E-03,131.86,4.90E-01,4.042,2.65E+02,AFP
5285359,1,0.556997,8.82E-06,132.008,3.13E-03,3.139,8.89E+00,UNK
5285607,1,1.9497,2.11E-08,132.427,6.32E-06,4.013,3.49E-04,UNK
5286045,1,1.15424,2.04E-05,132.101,6.14E-03,3.516,3.14E+00,AFP
5286045,2,1.15444,1.31E-05,132.526,3.99E-03,3.92,3.21E+00,AFP
5301750,2,12.883,7.35E-05,135.184,4.69E-03,6.135,2.64E-01,PC
5301750,3,27.4345,1.45E-04,145.123,4.44E-03,5.175,6.30E-01,PC
5301750,4,44.5523,4.09E-04,160.286,7.58E-03,5.947,1.54E+00,PC
5301750,5,4.22455,2.22E-05,135.428,3.62E-03,2.941,2.12E-01,PC
5308419,1,0.620736,3.58E-06,132.104,6.34E-04,1.288,1.87E-01,AFP
5308537,1,14.2652,1.09E-04,143.218,6.33E-03,3.473,2.02E-01,PC
5308663,1,0.784507,4.47E-06,131.991,8.81E-04,1.258,5.58E-02,AFP
5308663,2,20.0681,2.89E-04,150.762,1.25E-02,4.979,1.71E+00,PC
5357470,2,2.17269,5.75E-06,133.57,7.35E-04,0.6147,2.30E-01,AFP
5357545,1,3.75727,6.45E-06,133.964,9.72E-04,1.113,5.67E-02,PC
5357901,1,3.79702,1.55E-07,133.509,2.65E-05,2.352,5.68E-03,PC
5358212,1,0.53591,2.62E-04,131.958,6.81E-02,1.917,1.20E+01,NTP
4936990,2,10.3145,1.66E-05,132.537,1.45E-03,3.525,9.63E-02,AFP
4937143,1,9.84893,2.94E-05,139.589,1.93E-03,5.302,3.62E-02,AFP
4937143,2,9.84888,3.90E-05,135.99,2.54E-03,5.649,4.50E-02,AFP
4937340,1,0.932133,2.62E-05,132.322,9.88E-03,2.987,8.29E+00,UNK
4949027,1,1.06101,9.89E-06,132.527,2.49E-03,1.766,2.59E-01,AFP
4949187,1,11.9782,8.92E-05,140.737,5.94E-03,10.27,2.58E-01,AFP
4949187,2,11.9782,1.44E-04,131.656,9.74E-03,14.25,4.51E-01,AFP
4949187,3,2.99495,3.41E-05,133.981,7.01E-03,8.455,5.27E+00,NTP
5002361,2,0.536091,1.50E-04,131.629,4.46E-02,1.781,6.56E+01,NTP
5002557,1,467.561,5.63E-03,334.394,6.46E-03,14.28,1.11E+00,UNK
5003117,1,37.6073,6.58E-06,153.164,1.46E-04,6.671,1.03E-02,AFP
5021732,2,15.0395,8.81E-07,137.207,4.79E-05,5.353,3.49E-03,AFP
5021737,1,15.0395,5.65E-06,144.137,3.16E-04,5.299,1.98E-01,AFP
5021737,2,15.0395,5.32E-06,137.207,2.88E-04,5.211,7.98E-02,AFP
5021899,1,21.8129,7.31E-05,152.198,2.75E-03,4.376,7.96E-01,PC
5035972,1,49.2668,2.21E-05,141.921,3.55E-04,5.501,3.06E-02,AFP
5035972,2,49.2669,1.19E-04,133.609,2.07E-03,4.497,4.32E-01,AFP
5036037,1,0.544645,1.54E-05,131.848,2.61E-03,1.5,7.52E-01,AFP
5087223,1,5.62236,2.45E-05,132.753,2.93E-03,1.031,2.57E-01,NTP
5088308,1,0.868371,3.13E-05,131.521,6.46E-03,3.232,1.37E+01,AFP
5088308,2,0.868328,7.29E-06,132.059,1.43E-03,3.067,1.14E+00,AFP
5110034,2,3.93071,5.83E-05,135.313,1.06E-02,9.019,1.52E+00,AFP
5110038,1,0.534666,4.04E-05,131.767,4.28E-03,1.716,4.32E+00,UNK
5110038,2,2.32381,2.03E-05,131.718,5.45E-03,4.283,8.20E-02,UNK
5130369,2,19.9786,2.32E-04,146.397,9.55E-03,9.971,5.65E-01,AFP
5130380,1,19.9791,2.73E-05,137.146,1.51E-03,10.57,3.39E-02,AFP
5130380,2,19.9786,2.52E-04,146.378,1.37E-02,10.23,3.02E-01,AFP
5183357,1,61.0373,2.72E-04,175.177,3.64E-03,8.321,7.15E-01,PC
